file	adv	stop	match	volume_15	OccTime	HeadwayFoll	GapFoll	HeadwayLead	arrival_time	volume_cycle	travel_time	is_lane_M	is_lane_R	SCA_GY	SCA_YR	SCA_YY	car_follow
20230327_1415_1900	106233	206257.0	0.0	332.0	0.4	3.8	3.5	4.3	-4.3	66.0	11.5	0	1	0	0	0	0
20230327_1415_1900	106243	206257.0	1.0	332.0	0.3	4.3	3.9	4.8	0.0	66.0	7.2	0	1	1	0	0	0
20230327_1415_1900	106233	206244.0	1.0	332.0	0.4	3.8	3.5	4.3	-4.3	66.0	4.6	0	1	0	0	0	0
20230327_1415_1900	106235	206250.0	0.0	332.0	0.3	3.2	2.8	1.5	-3.7	66.0	6.0	1	0	0	0	0	0
20230327_1415_1900	106240	206250.0	1.0	332.0	0.3	1.5	1.2	0.9	-2.2	66.0	4.5	1	0	0	0	0	0
20230327_1415_1900	106241	206250.0	1.0	332.0	0.4	0.9	0.6	2.4	-1.3	66.0	3.6	1	0	0	0	0	1
20230327_1415_1900	106235	206245.0	1.0	332.0	0.3	3.2	2.8	1.5	-3.7	66.0	4.4	1	0	0	0	0	0
20230327_1415_1900	106240	206245.0	0.0	332.0	0.3	1.5	1.2	0.9	-2.2	66.0	2.9	1	0	0	0	0	0
20230327_1415_1900	106235	206258.0	0.0	332.0	0.3	3.2	2.8	1.5	-3.7	66.0	11.2	1	0	0	0	0	0
20230327_1415_1900	106240	206258.0	0.0	332.0	0.3	1.5	1.2	0.9	-2.2	66.0	9.7	1	0	0	0	0	0
20230327_1415_1900	106241	206258.0	0.0	332.0	0.4	0.9	0.6	2.4	-1.3	66.0	8.8	1	0	0	0	0	1
20230327_1415_1900	106248	206258.0	1.0	332.0	0.3	2.4	2.0	4.7	1.1	62.0	6.4	1	0	0	0	1	0
20230327_1415_1900	106361	206364.0	1.0	332.0	0.3	11.0	10.5	3.0	-1.0	62.0	3.8	0	1	0	0	0	0
20230327_1415_1900	106470	206472.0	1.0	332.0	0.4	19.0	18.7	24.9	0.3	37.0	5.6	0	1	0	0	1	0
20230327_1415_1900	106538	206539.0	1.0	332.0	0.2	16.8	16.4	5.8	-1.8	37.0	3.3	0	1	0	0	0	0
20230327_1415_1900	106538	206546.0	0.0	332.0	0.2	16.8	16.4	5.8	-1.8	37.0	12.1	0	1	0	0	0	0
20230327_1415_1900	106541	206547.0	1.0	332.0	0.3	43.3	41.5	6.9	3.3	70.0	7.1	1	0	0	1	0	0
20230327_1415_1900	106657	206668.0	1.0	332.0	0.4	3.7	3.4	1.8	-5.3	70.0	4.9	0	1	0	0	0	0
20230327_1415_1900	106662	206668.0	0.0	332.0	0.3	1.8	1.4	2.9	-3.5	70.0	3.1	0	1	0	0	0	0
20230327_1415_1900	106657	206674.0	0.0	332.0	0.4	3.7	3.4	1.8	-5.3	70.0	6.8	0	1	0	0	0	0
20230327_1415_1900	106662	206674.0	1.0	332.0	0.3	1.8	1.4	2.9	-3.5	70.0	5.0	0	1	0	0	0	0
20230327_1415_1900	106657	206678.0	0.0	332.0	0.4	3.7	3.4	1.8	-5.3	70.0	8.1	0	1	0	0	0	0
20230327_1415_1900	106662	206678.0	0.0	332.0	0.3	1.8	1.4	2.9	-3.5	70.0	6.3	0	1	0	0	0	0
20230327_1415_1900	106666	206678.0	1.0	332.0	0.3	2.9	2.6	1.0	-0.6	70.0	3.4	0	1	0	0	0	0
20230327_1415_1900	106657	206683.0	0.0	332.0	0.4	3.7	3.4	1.8	-5.3	70.0	11.3	0	1	0	0	0	0
20230327_1415_1900	106662	206683.0	0.0	332.0	0.3	1.8	1.4	2.9	-3.5	70.0	9.5	0	1	0	0	0	0
20230327_1415_1900	106666	206683.0	0.0	332.0	0.3	2.9	2.6	1.0	-0.6	70.0	6.6	0	1	0	0	0	0
20230327_1415_1900	106670	206683.0	1.0	332.0	0.3	1.0	0.7	0.8	0.4	56.0	5.6	0	1	0	0	1	1
20230327_1415_1900	106671	206683.0	0.0	332.0	0.4	0.8	0.5	1.4	1.2	56.0	4.8	0	1	0	0	1	1
20230327_1415_1900	106677	206683.0	0.0	332.0	0.4	1.4	1.0	3.2	2.6	56.0	3.4	0	1	0	0	1	1
20230327_1415_1900	106659	206681.0	0.0	332.0	0.5	3.3	2.9	1.3	-4.4	70.0	9.9	0	0	0	0	0	0
20230327_1415_1900	106663	206681.0	0.0	332.0	0.3	1.3	0.8	2.7	-3.1	70.0	8.6	0	0	0	0	0	1
20230327_1415_1900	106667	206681.0	1.0	332.0	0.4	2.7	2.4	2.0	-0.4	70.0	5.9	0	0	0	0	0	0
20230327_1415_1900	106675	206681.0	0.0	332.0	0.3	2.0	1.6	2.4	1.6	56.0	3.9	0	0	0	0	1	0
20230327_1415_1900	106659	206669.0	1.0	332.0	0.5	3.3	2.9	1.3	-4.4	70.0	4.6	0	0	0	0	0	0
20230327_1415_1900	106663	206669.0	0.0	332.0	0.3	1.3	0.8	2.7	-3.1	70.0	3.3	0	0	0	0	0	1
20230327_1415_1900	106659	206673.0	0.0	332.0	0.5	3.3	2.9	1.3	-4.4	70.0	5.9	0	0	0	0	0	0
20230327_1415_1900	106663	206673.0	1.0	332.0	0.3	1.3	0.8	2.7	-3.1	70.0	4.6	0	0	0	0	0	1
20230327_1415_1900	106664	206680.0	0.0	332.0	0.3	4.7	4.4	5.1	-3.0	70.0	7.8	1	0	0	0	0	0
20230327_1415_1900	106671	206680.0	1.0	332.0	0.4	0.8	0.5	1.4	1.2	56.0	3.6	0	1	0	0	1	1
20230327_1415_1900	106676	206680.0	0.0	332.0	0.4	5.1	4.8	5.2	2.1	56.0	2.7	1	0	0	0	1	0
20230327_1415_1900	106664	206672.0	1.0	332.0	0.3	4.7	4.4	5.1	-3.0	70.0	4.2	1	0	0	0	0	0
20230327_1415_1900	106955	206972.0	0.0	330.0	0.3	2.4	2.0	1.5	-4.9	49.0	10.1	0	1	0	0	0	0
20230327_1415_1900	106958	206972.0	0.0	330.0	0.3	1.5	1.2	3.2	-3.4	49.0	8.6	0	1	0	0	0	0
20230327_1415_1900	106963	206972.0	1.0	330.0	0.4	3.2	2.9	4.3	-0.2	49.0	5.4	0	1	1	0	0	0
20230327_1415_1900	106955	206964.0	0.0	330.0	0.3	2.4	2.0	1.5	-4.9	49.0	5.0	0	1	0	0	0	0
20230327_1415_1900	106958	206964.0	1.0	330.0	0.3	1.5	1.2	3.2	-3.4	49.0	3.5	0	1	0	0	0	0
20230327_1415_1900	106960	206965.0	1.0	330.0	0.3	5.3	5.0	4.2	-1.6	49.0	3.6	1	0	0	0	0	0
20230327_1415_1900	106960	206978.0	0.0	330.0	0.3	5.3	5.0	4.2	-1.6	49.0	10.3	1	0	0	0	0	0
20230327_1415_1900	106967	206978.0	1.0	330.0	0.3	4.2	3.9	4.0	2.6	69.0	6.1	1	0	0	0	1	0
20230327_1415_1900	106961	206969.0	1.0	330.0	1.0	5.6	5.1	3.7	-1.5	49.0	4.9	0	0	0	0	0	0
20230327_1415_1900	107085	207091.0	1.0	330.0	0.2	4.0	3.7	13.8	-4.1	69.0	4.4	1	0	0	0	0	0
20230327_1415_1900	107087	207092.0	1.0	330.0	0.5	2.7	2.1	1.6	-3.8	69.0	5.0	0	0	0	0	0	0
20230327_1415_1900	107089	207092.0	0.0	330.0	1.1	1.6	1.1	26.1	-2.2	69.0	3.4	0	0	0	0	0	0
20230327_1415_1900	107188	207196.0	0.0	330.0	0.3	1.6	1.3	6.0	-5.3	54.0	10.8	0	1	0	0	0	0
20230327_1415_1900	107193	207196.0	1.0	330.0	0.3	6.0	5.7	41.0	0.7	56.0	4.8	0	1	0	0	1	0
20230327_1415_1900	107191	207194.0	1.0	330.0	0.7	15.1	14.9	46.8	-1.0	54.0	4.6	0	0	0	0	0	0
20230327_1415_1900	107192	207195.0	1.0	330.0	0.3	16.3	16.0	36.9	0.2	56.0	5.1	1	0	0	0	1	0
20230327_1415_1900	107295	207296.0	1.0	330.0	0.4	20.0	19.7	27.9	3.6	58.0	7.0	0	1	0	1	0	0
20230327_1415_1900	107403	207405.0	1.0	328.0	1.2	16.7	16.0	7.9	-0.4	58.0	6.4	0	0	1	0	0	0
20230327_1415_1900	107404	207409.0	1.0	328.0	0.5	52.2	51.5	6.0	2.4	78.0	8.7	0	1	0	0	1	0
20230327_1415_1900	107548	207550.0	1.0	328.0	0.3	8.7	8.4	19.0	-1.2	78.0	3.8	0	1	0	0	0	0
20230327_1415_1900	107549	207552.0	1.0	328.0	0.3	13.2	12.9	4.7	-0.1	78.0	5.7	1	0	1	0	0	0
20230327_1415_1900	107638	207639.0	1.0	328.0	0.2	17.6	17.0	40.0	-0.3	46.0	3.5	0	0	0	0	0	0
20230327_1415_1900	107820	207826.0	1.0	328.0	0.2	3.5	3.2	5.0	-4.1	61.0	3.7	0	1	0	0	0	0
20230327_1415_1900	107820	207835.0	0.0	328.0	0.2	3.5	3.2	5.0	-4.1	61.0	10.0	0	1	0	0	0	0
20230327_1415_1900	107827	207835.0	1.0	328.0	0.2	5.0	4.8	2.6	0.9	67.0	5.0	0	1	0	0	1	0
20230327_1415_1900	107822	207828.0	1.0	328.0	0.2	3.5	3.2	2.0	-2.9	61.0	3.9	1	0	0	0	0	0
20230327_1415_1900	107822	207830.0	0.0	328.0	0.2	3.5	3.2	2.0	-2.9	61.0	6.0	1	0	0	0	0	0
20230327_1415_1900	107825	207830.0	1.0	328.0	0.2	2.0	1.8	3.3	-0.9	61.0	4.0	1	0	0	0	0	0
20230327_1415_1900	107822	207841.0	0.0	328.0	0.2	3.5	3.2	2.0	-2.9	61.0	12.7	1	0	0	0	0	0
20230327_1415_1900	107825	207841.0	0.0	328.0	0.2	2.0	1.8	3.3	-0.9	61.0	10.7	1	0	0	0	0	0
20230327_1415_1900	107829	207841.0	1.0	328.0	0.3	3.3	3.1	3.2	2.4	67.0	7.4	1	0	0	0	1	0
20230327_1415_1900	107831	207842.0	1.0	328.0	0.4	8.5	8.1	5.1	3.2	67.0	7.8	0	0	0	0	1	0
20230327_1415_1900	107949	207957.0	1.0	328.0	0.3	3.3	3.2	9.6	-3.7	67.0	4.9	0	1	0	0	0	0
20230327_1415_1900	107949	207962.0	0.0	328.0	0.3	3.3	3.2	9.6	-3.7	67.0	6.6	0	1	0	0	0	0
20230327_1415_1900	107951	207963.0	0.0	328.0	0.4	8.3	8.0	1.7	-2.8	67.0	7.4	1	0	0	0	0	0
20230327_1415_1900	107954	207963.0	1.0	328.0	0.3	1.7	1.3	1.9	-1.1	67.0	5.7	1	0	0	0	0	0
20230327_1415_1900	107956	207963.0	0.0	328.0	0.4	1.9	1.6	1.5	0.8	57.0	3.8	1	0	0	0	1	0
20230327_1415_1900	107951	207959.0	1.0	328.0	0.4	8.3	8.0	1.7	-2.8	67.0	4.8	1	0	0	0	0	0
20230327_1415_1900	107954	207959.0	0.0	328.0	0.3	1.7	1.3	1.9	-1.1	67.0	3.1	1	0	0	0	0	0
20230327_1415_1900	107953	207961.0	1.0	328.0	0.7	6.3	5.9	2.9	-1.7	67.0	4.5	0	0	0	0	0	0
20230327_1415_1900	107953	207967.0	0.0	328.0	0.7	6.3	5.9	2.9	-1.7	67.0	10.3	0	0	0	0	0	0
20230327_1415_1900	107958	207967.0	0.0	328.0	0.9	2.9	2.2	4.1	1.2	57.0	7.4	0	0	0	0	1	0
20230327_1415_1900	108071	208075.0	0.0	286.0	0.4	11.4	11.1	1.7	-2.1	57.0	7.9	0	1	0	0	0	0
20230327_1415_1900	108072	208075.0	1.0	286.0	0.3	1.7	1.3	4.4	-0.4	57.0	6.2	0	1	0	0	0	0
20230327_1415_1900	108071	208073.0	1.0	286.0	0.4	11.4	11.1	1.7	-2.1	57.0	4.5	0	1	0	0	0	0
20230327_1415_1900	108072	208073.0	0.0	286.0	0.3	1.7	1.3	4.4	-0.4	57.0	2.8	0	1	0	0	0	0
20230327_1415_1900	108239	208246.0	1.0	286.0	0.3	28.0	27.7	4.0	0.6	48.0	5.5	0	0	0	0	1	0
20230327_1415_1900	108240	208247.0	1.0	286.0	0.3	49.8	49.1	1.1	1.2	48.0	6.4	1	0	0	0	1	0
20230327_1415_1900	108242	208247.0	0.0	286.0	0.3	1.1	0.8	3.3	2.3	48.0	5.3	1	0	0	0	1	1
20230327_1415_1900	108241	208250.0	1.0	286.0	0.3	49.3	48.7	1.6	2.0	48.0	7.2	0	1	0	0	1	0
20230327_1415_1900	108243	208250.0	0.0	286.0	0.4	1.6	1.3	4.0	3.6	48.0	5.6	0	1	0	1	0	0
20230327_1415_1900	108329	208330.0	1.0	286.0	0.3	5.1	4.8	45.0	-3.6	48.0	3.9	1	0	0	0	0	0
20230327_1415_1900	108331	208332.0	1.0	286.0	0.3	17.5	17.2	29.9	1.1	32.0	6.9	0	1	0	0	1	0
20230327_1415_1900	108581	208587.0	1.0	300.0	0.3	11.1	10.9	2.0	1.1	68.0	5.9	0	1	0	0	1	0
20230327_1415_1900	108582	208587.0	0.0	300.0	0.4	2.0	1.7	0.8	3.1	68.0	3.9	0	1	0	0	1	0
20230327_1415_1900	108583	208591.0	1.0	300.0	0.3	15.7	15.0	13.2	3.1	68.0	6.6	0	0	0	0	1	0
20230327_1415_1900	108584	208589.0	1.0	300.0	0.2	16.9	16.6	4.8	3.5	68.0	5.8	1	0	0	1	0	0
20230327_1415_1900	108713	208723.0	1.0	300.0	0.8	2.4	1.9	24.4	-6.0	68.0	6.5	0	1	0	0	0	0
20230327_1415_1900	108714	208725.0	0.0	300.0	0.4	2.0	1.6	3.6	-5.7	68.0	12.2	1	0	0	0	0	0
20230327_1415_1900	108721	208725.0	1.0	300.0	0.6	3.6	3.2	4.7	-2.1	68.0	8.6	1	0	0	0	0	0
20230327_1415_1900	108724	208725.0	0.0	300.0	0.4	4.7	4.1	15.2	2.6	45.0	3.9	1	0	0	0	1	0
20230327_1415_1900	108714	208722.0	1.0	300.0	0.4	2.0	1.6	3.6	-5.7	68.0	5.2	1	0	0	0	0	0
20230327_1415_1900	108724	208726.0	1.0	300.0	0.4	4.7	4.1	15.2	2.6	45.0	6.7	1	0	0	0	1	0
20230327_1415_1900	108821	208823.0	1.0	300.0	0.4	14.1	13.7	71.5	0.5	59.0	5.7	1	0	0	0	1	0
20230327_1415_1900	108918	208921.0	1.0	300.0	0.5	21.9	21.2	11.3	-5.3	59.0	6.5	0	1	0	0	0	0
20230327_1415_1900	108991	208994.0	1.0	300.0	0.2	17.6	17.2	9.8	-4.2	42.0	3.6	0	1	0	0	0	0
20230327_1415_1900	108995	209001.0	0.0	300.0	0.2	10.6	10.4	2.5	0.0	42.0	8.4	0	0	1	0	0	0
20230327_1415_1900	108996	209001.0	1.0	300.0	0.3	2.5	2.3	3.8	2.5	49.0	5.9	0	0	0	0	1	0
20230327_1415_1900	108995	208997.0	1.0	300.0	0.2	10.6	10.4	2.5	0.0	42.0	3.8	0	0	1	0	0	0
20230327_1415_1900	109085	209089.0	1.0	300.0	0.4	4.0	3.5	21.4	-5.8	49.0	5.5	0	0	0	0	0	0
20230327_1415_1900	109086	209090.0	1.0	300.0	0.4	4.7	4.5	37.0	-5.4	49.0	5.5	1	0	0	0	0	0
20230327_1415_1900	109253	209255.0	1.0	283.0	0.4	26.6	26.2	39.3	3.4	48.0	7.2	1	0	0	1	0	0
20230327_1415_1900	109325	209336.0	1.0	283.0	0.3	16.0	15.6	1.4	-6.0	48.0	5.8	0	1	0	0	0	0
20230327_1415_1900	109327	209336.0	1.0	283.0	0.3	1.4	1.1	2.1	-4.6	48.0	4.4	0	1	0	0	0	0
20230327_1415_1900	109325	209340.0	0.0	283.0	0.3	16.0	15.6	1.4	-6.0	48.0	8.5	0	1	0	0	0	0
20230327_1415_1900	109327	209340.0	0.0	283.0	0.3	1.4	1.1	2.1	-4.6	48.0	7.1	0	1	0	0	0	0
20230327_1415_1900	109330	209340.0	1.0	283.0	0.3	2.1	1.8	1.2	-2.5	48.0	5.0	0	1	0	0	0	0
20230327_1415_1900	109334	209340.0	1.0	283.0	0.3	1.2	0.9	4.7	-1.3	48.0	3.8	0	1	0	0	0	1
20230327_1415_1900	109326	209337.0	0.0	283.0	0.3	2.3	2.0	1.7	-5.9	48.0	5.9	1	0	0	0	0	0
20230327_1415_1900	109329	209337.0	1.0	283.0	0.3	1.7	1.4	3.8	-4.2	48.0	4.2	1	0	0	0	0	0
20230327_1415_1900	109326	209344.0	0.0	283.0	0.3	2.3	2.0	1.7	-5.9	48.0	9.6	1	0	0	0	0	0
20230327_1415_1900	109329	209344.0	0.0	283.0	0.3	1.7	1.4	3.8	-4.2	48.0	7.9	1	0	0	0	0	0
20230327_1415_1900	109335	209344.0	1.0	283.0	0.2	3.8	3.5	1.0	-0.4	48.0	4.1	1	0	0	0	0	0
20230327_1415_1900	109338	209344.0	0.0	283.0	0.3	1.0	0.8	1.7	0.6	55.0	3.1	1	0	0	0	1	1
20230327_1415_1900	109326	209348.0	0.0	283.0	0.3	2.3	2.0	1.7	-5.9	48.0	12.8	1	0	0	0	0	0
20230327_1415_1900	109329	209348.0	0.0	283.0	0.3	1.7	1.4	3.8	-4.2	48.0	11.1	1	0	0	0	0	0
20230327_1415_1900	109335	209348.0	0.0	283.0	0.2	3.8	3.5	1.0	-0.4	48.0	7.3	1	0	0	0	0	0
20230327_1415_1900	109338	209348.0	1.0	283.0	0.3	1.0	0.8	1.7	0.6	55.0	6.3	1	0	0	0	1	1
20230327_1415_1900	109339	209348.0	0.0	283.0	0.3	1.7	1.4	2.1	2.3	55.0	4.6	1	0	0	0	1	0
20230327_1415_1900	109333	209341.0	1.0	283.0	0.2	9.3	9.1	4.0	-1.5	48.0	4.0	0	0	0	0	0	0
20230327_1415_1900	109333	209350.0	0.0	283.0	0.2	9.3	9.1	4.0	-1.5	48.0	10.3	0	0	0	0	0	0
20230327_1415_1900	109342	209350.0	1.0	283.0	0.3	4.0	3.8	2.4	2.5	55.0	6.3	0	0	0	0	1	0
20230327_1415_1900	109334	209354.0	0.0	283.0	0.3	1.2	0.9	4.7	-1.3	48.0	12.6	0	1	0	0	0	1
20230327_1415_1900	109343	209354.0	1.0	283.0	0.4	4.7	4.4	1.1	3.4	55.0	7.9	0	1	0	1	0	0
20230327_1415_1900	109441	209443.0	1.0	283.0	0.3	16.8	16.4	25.1	-0.4	55.0	5.3	0	0	0	0	0	0
20230327_1415_1900	109539	209541.0	1.0	283.0	0.2	27.2	27.0	4.1	-2.0	53.0	3.3	0	0	0	0	0	0
20230327_1415_1900	109539	209543.0	0.0	283.0	0.2	27.2	27.0	4.1	-2.0	53.0	10.0	0	0	0	0	0	0
20230327_1415_1900	109542	209543.0	1.0	283.0	0.3	4.1	3.9	65.6	2.1	40.0	5.9	0	0	0	0	1	0
20230327_1415_1900	109610	209619.0	0.0	283.0	0.3	38.1	37.8	1.7	-5.2	40.0	5.8	1	0	0	0	0	0
20230327_1415_1900	109613	209619.0	1.0	283.0	0.4	1.7	1.4	3.2	-3.5	40.0	4.1	1	0	0	0	0	0
20230327_1415_1900	109610	209622.0	0.0	283.0	0.3	38.1	37.8	1.7	-5.2	40.0	9.8	1	0	0	0	0	0
20230327_1415_1900	109613	209622.0	0.0	283.0	0.4	1.7	1.4	3.2	-3.5	40.0	8.1	1	0	0	0	0	0
20230327_1415_1900	109616	209622.0	1.0	283.0	0.3	3.2	2.8	4.1	-0.3	40.0	4.9	1	0	1	0	0	0
20230327_1415_1900	109612	209617.0	1.0	283.0	0.2	5.2	5.0	2.7	-3.7	40.0	3.8	0	1	0	0	0	0
20230327_1415_1900	109612	209624.0	0.0	283.0	0.2	5.2	5.0	2.7	-3.7	40.0	8.8	0	1	0	0	0	0
20230327_1415_1900	109615	209624.0	1.0	283.0	0.4	2.7	2.5	4.0	-1.0	40.0	6.1	0	1	0	0	0	0
20230327_1415_1900	109686	209702.0	0.0	240.0	0.3	3.8	3.5	1.5	-4.9	42.0	7.9	1	0	0	0	0	0
20230327_1415_1900	109690	209702.0	0.0	240.0	0.3	1.5	1.2	1.9	-3.4	42.0	6.4	1	0	0	0	0	0
20230327_1415_1900	109693	209702.0	1.0	240.0	0.4	1.9	1.6	4.6	-1.5	42.0	4.5	1	0	0	0	0	0
20230327_1415_1900	109686	209697.0	0.0	240.0	0.3	3.8	3.5	1.5	-4.9	42.0	5.5	1	0	0	0	0	0
20230327_1415_1900	109690	209697.0	1.0	240.0	0.3	1.5	1.2	1.9	-3.4	42.0	4.0	1	0	0	0	0	0
20230327_1415_1900	109688	209698.0	1.0	240.0	0.3	2.9	2.7	3.9	-3.7	42.0	4.9	0	0	0	0	0	0
20230327_1415_1900	109688	209705.0	0.0	240.0	0.3	2.9	2.7	3.9	-3.7	42.0	10.3	0	0	0	0	0	0
20230327_1415_1900	109696	209705.0	1.0	240.0	0.3	3.9	3.6	2.1	0.2	38.0	6.4	0	0	0	0	1	0
20230327_1415_1900	109700	209705.0	0.0	240.0	0.3	2.1	1.8	4.4	2.3	38.0	4.3	0	0	0	0	1	0
20230327_1415_1900	109691	209699.0	1.0	240.0	0.3	5.2	4.8	2.6	-2.7	42.0	4.5	0	1	0	0	0	0
20230327_1415_1900	109691	209704.0	0.0	240.0	0.3	5.2	4.8	2.6	-2.7	42.0	6.5	0	1	0	0	0	0
20230327_1415_1900	109695	209704.0	1.0	240.0	0.3	2.6	2.3	2.6	-0.1	42.0	3.9	0	1	1	0	0	0
20230327_1415_1900	109691	209709.0	0.0	240.0	0.3	5.2	4.8	2.6	-2.7	42.0	11.7	0	1	0	0	0	0
20230327_1415_1900	109695	209709.0	0.0	240.0	0.3	2.6	2.3	2.6	-0.1	42.0	9.1	0	1	1	0	0	0
20230327_1415_1900	109701	209709.0	1.0	240.0	0.3	2.6	2.3	7.4	2.5	38.0	6.5	0	1	0	0	1	0
20230327_1415_1900	109693	209711.0	0.0	240.0	0.4	1.9	1.6	4.6	-1.5	42.0	12.6	1	0	0	0	0	0
20230327_1415_1900	109703	209711.0	1.0	240.0	0.4	4.6	4.2	4.4	3.1	38.0	8.0	1	0	0	0	1	0
20230327_1415_1900	109842	209848.0	0.0	240.0	0.4	41.9	41.1	5.8	-5.9	30.0	12.4	1	0	0	0	0	0
20230327_1415_1900	109845	209848.0	1.0	240.0	0.4	5.8	5.4	24.6	-0.1	30.0	6.6	1	0	1	0	0	0
20230327_1415_1900	110005	210011.0	0.0	240.0	0.3	33.4	32.3	5.0	-2.5	43.0	12.8	0	0	0	0	0	0
20230327_1415_1900	110007	210011.0	1.0	240.0	0.3	5.0	4.7	8.0	2.5	43.0	7.8	0	0	0	0	1	0
20230327_1415_1900	110005	210006.0	1.0	240.0	0.3	33.4	32.3	5.0	-2.5	43.0	4.0	0	0	0	0	0	0
20230327_1415_1900	110107	210113.0	1.0	240.0	0.6	5.9	5.3	4.6	-3.7	14.0	7.0	0	1	0	0	0	0
20230327_1415_1900	110108	210112.0	0.0	240.0	0.8	12.9	12.3	8.2	-0.7	14.0	3.1	1	0	1	0	0	0
20230327_1415_1900	110108	210117.0	1.0	240.0	0.8	12.9	12.3	8.2	-0.7	14.0	9.0	1	0	1	0	0	0
20230327_1415_1900	110215	210217.0	1.0	198.0	0.4	58.3	58.0	1.3	1.5	24.0	8.5	0	1	0	0	1	0
20230327_1415_1900	110216	210217.0	0.0	198.0	0.4	1.3	0.9	11.0	2.8	24.0	7.2	0	1	0	0	1	1
20230327_1415_1900	110331	210335.0	1.0	198.0	0.3	82.8	82.0	2.2	2.9	30.0	6.0	0	1	0	0	1	0
20230327_1415_1900	110382	210385.0	1.0	198.0	0.6	6.6	6.2	3.9	-1.9	30.0	6.5	0	0	0	0	0	0
20230327_1415_1900	110383	210385.0	0.0	198.0	1.1	3.9	3.3	2.7	2.0	29.0	2.6	0	0	0	0	1	0
20230327_1415_1900	110384	210387.0	1.0	198.0	0.4	13.1	12.7	16.6	3.1	29.0	7.6	0	1	0	0	1	0
20230327_1415_1900	110613	210615.0	1.0	200.0	0.3	26.5	23.6	5.8	0.0	26.0	6.0	0	1	1	0	0	0
20230327_1415_1900	110735	210737.0	1.0	200.0	0.6	3.4	2.8	13.3	-3.2	27.0	4.6	0	0	0	0	0	0
